gene_id,Satrom-mRNA-48hC_GCCAAT_L003_001
4930524B15Rik,10
4930524B17Rik,0
4930524C18Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,2
4930525G20Rik,6
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,0
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,5
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,0
4930529K09Rik,0
4930529L06Rik,0
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,5
4930535O05Rik,0
4930538E20Rik,19
4930538K18Rik,58
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,132
4930539J05Rik,20
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,2
4930542C21Rik,0
4930542D17Rik,2
4930542M03Rik,0
4930542N06Rik,0
4930543D07Rik,0
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,6
4930547E08Rik,8
4930547E14Rik,0
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,2
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,27
4930550C14Rik,6
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,2
4930553C11Rik,0
4930553E22Rik,1
4930553J12Rik,0
4930553P18Rik,3
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,0
4930556G01Rik,2
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,4
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,48
4930558C23Rik,0
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,326
4930558K02Rik,6
4930559C10Rik,0
4930562C15Rik,36
4930562F07Rik,0
4930562F17Rik,0
4930563D23Rik,0
4930563E18Rik,0
4930563E22Rik,13
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,2
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,244
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,63
4930568D16Rik,1
4930568E12Rik,0
4930568G15Rik,0
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,7
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,32
4930578C19Rik,0
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,3
4930578N18Rik,0
4930579C12Rik,22
4930579D09Rik,0
4930579F01Rik,0
4930579G18Rik,611
4930579G24Rik,416
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,14
4930579P08Rik,18
4930581F22Rik,129
4930583I09Rik,0
4930583K01Rik,2
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,1
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,21
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,7
4930593A02Rik,41
4930593C16Rik,0
4930594C11Rik,5
4930594M22Rik,23
4930594O21Rik,0
4930595D18Rik,60
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,8
4930597A21Rik,100
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,5
4931403E22Rik,18
4931403G20Rik,9
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,2699
4931406H21Rik,0
4931406P16Rik,3673
4931408C20Rik,0
4931408D14Rik,0
4931409K22Rik,2
4931412M21,0
4931413K12Rik,30
4931414P19Rik,509
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,11
4931428F04Rik,623
4931428L18Rik,21
4931429I11Rik,0
4931429L15Rik,6
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,0
4931431C16Rik,0
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,5
4931440J10Rik,3
4931440P22Rik,27
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,48
4932416K20Rik,0
4932418E24Rik,0
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,0
4932435O22Rik,0
4932438A13Rik,1837
4932438H23Rik,4
4932441J04Rik,0
4932442L08Rik,2
4932443I19Rik,1
4932443L11Rik,2
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,6
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,0
4933402P03Rik,2
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,434
4933404O12Rik,567
4933405D12Rik,0
4933405E24Rik,14
4933405L10Rik,12
4933405O20Rik,0
4933406B17Rik,0
4933406C10Rik,5
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,14
4933406J08Rik,0
4933406J10Rik,4
4933406K04Rik,0
4933406M09Rik,2
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,15
4933407I08Rik,1
4933407K13Rik,0
4933407L21Rik,5
4933408B17Rik,8
4933408J17Rik,9
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,6
4933411E08Rik,0
4933411G06Rik,0
4933411G11Rik,0
4933411K16Rik,0
4933412E12Rik,505
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,2
4933413J09Rik,2
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,6
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,3
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,795
4933422A05Rik,3
4933424G05Rik,3
4933424G06Rik,4
4933424M12Rik,0
4933425B07Rik,0
4933425L06Rik,0
4933427D06Rik,0
4933427D14Rik,1179
4933427E11Rik,11
4933427E13Rik,0
4933427G17Rik,2
4933427G23Rik,9
4933427I22Rik,0
4933428C19Rik,0
4933428G20Rik,3
4933428M09Rik,0
4933429K18Rik,2
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,361
4933430M04Rik,1
4933430N04Rik,0
4933431E20Rik,87
4933431G14Rik,8
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,592
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,9
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,52
4933433G19Rik,31
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,4338
4933436E23Rik,3
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,167
4933439K11Rik,0
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,4477
5031425E22Rik,461
5031425F14Rik,2
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,37
5031439G07Rik,2700
5033403F01Rik,23
5033403H07Rik,0
5033404E19Rik,1
5033406O09Rik,8
5033417F24Rik,8
5033421B08Rik,29
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,132
5133400J02Rik,610
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,17
5330426P16Rik,4
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,73
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,2
5430403N17Rik,0
5430405H02Rik,54
5430416N02Rik,688
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,11
5430427M07Rik,1
5430427O19Rik,2087
5430428K19Rik,0
5430431A17Rik,5
5430434I15Rik,0
5430435G22Rik,1
5430435K18Rik,0
5430437J10Rik,11
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,574
5730403I07Rik,0
5730405O15Rik,47
5730408K05Rik,84
5730409E04Rik,565
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,0
5730420D15Rik,9
5730422E09Rik,7
5730435O14Rik,8
5730455P16Rik,2390
5730457N03Rik,0
5730460C07Rik,9
5730480H06Rik,51
5730488B01Rik,7
5730507C01Rik,0
5730508B09Rik,16
5730522E02Rik,0
5730559C18Rik,9
5830403F22Rik,0
5830411N06Rik,0
5830415F09Rik,629
5830416I19Rik,0
5830416P10Rik,411
5830417I10Rik,3028
5830418P13Rik,134
5830428H23Rik,1417
5830428M24Rik,246
5830432E09Rik,26
5830433I10Rik,0
5830444B04Rik,4
5830454E08Rik,27
5830473C10Rik,15
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,0
5930438M14Rik,0
6030407O03Rik,0
6030408B16Rik,2
6030419C18Rik,666
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,367
6030458C11Rik,4394
6030466F02Rik,0
6030468B19Rik,14
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,89
6330403A02Rik,1878
6330403K07Rik,0
6330407A03Rik,1
6330408A02Rik,309
6330409D20Rik,24
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,54
6330416G13Rik,1643
6330418K02Rik,22
6330419J24Rik,5
6330420H09Rik,0
6330549D23Rik,183
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,11
6430548M08Rik,32
6430550D23Rik,122
6430553K19Rik,0
6430562O15Rik,28
6430571L13Rik,7
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,29
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,1
6530402F18Rik,698
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,0
6720483E21Rik,0
6720489N17Rik,948
6820408C15Rik,0
6820426E19Rik,0
6820431F20Rik,448
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,3
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,0
8030423J24Rik,0
8030442B05Rik,0
8030443G20Rik,0
8030451A03Rik,13
8030451O07Rik,0
8030453O22Rik,860
8030455M16Rik,0
8030462N17Rik,1538
8030474K03Rik,0
8430408G22Rik,6
8430415O14Rik,0
8430419K02Rik,0
8430419L09Rik,729
8430422H06Rik,0
8430423G03Rik,1
8430426J06Rik,0
8430429K09Rik,42
8430430B14Rik,6
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,2
9030025P20Rik,19
9030204H09Rik,6
9030404E10Rik,4
9030612E09Rik,0
9030616G12Rik,1
9030617O03Rik,83
9030619P08Rik,5
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,2975
9030625G05Rik,0
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,821
9130015A21Rik,11
9130015L21Rik,0
9130019O22Rik,121
9130019P16Rik,0
9130023H24Rik,260
9130024F11Rik,88
9130204L05Rik,0
9130208D14Rik,0
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,158
9130227L01Rik,0
9130230L23Rik,5
9130401M01Rik,2532
9130409I23Rik,0
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,1
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,75
9230110F15Rik,0
9230112D13Rik,102
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,164
9230116L04Rik,12
9230116N13Rik,58
9230117E06Rik,1
9330020H09Rik,70
9330102E08Rik,9
9330104G04Rik,112
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,562
9330136K24Rik,26
9330151L19Rik,255
9330154J02Rik,0
9330154K18Rik,5
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,55
9330162012Rik,2
9330162B11Rik,0
9330175E14Rik,27
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,9
9330182L06Rik,0
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,1852
9430014N10Rik,0
9430015G10Rik,3382
9430016H08Rik,1399
9430018G01Rik,7
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,53
9430038I01Rik,349
9430041J12Rik,11
9430060I03Rik,17
9430065F17Rik,24
9430069I07Rik,2
9430076C15Rik,0
9430078G10Rik,1
9430078K24Rik,1
9430083A17Rik,0
9430085M18Rik,0
9430091E24Rik,92
9430097D07Rik,1
9530002B09Rik,0
9530003J23Rik,2
9530004M14Rik,0
9530014B07Rik,0
9530020I12Rik,2
9530026F06Rik,0
9530026P05Rik,0
9530027J09Rik,18
9530034E10Rik,5
9530036M11Rik,3
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,74
9530052E02Rik,0
9530053A07Rik,1
9530053H05Rik,1906
9530057J20Rik,0
9530059O14Rik,0
9530062K07Rik,65
9530068E07Rik,7923
9530077C05Rik,23
9530080O11Rik,0
9530082P21Rik,66
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,0
9630013K17Rik,57
9630015K15Rik,5
9630028B13Rik,0
9630028H03Rik,0
9630028I04Rik,0
9630033F20Rik,1182
9830107B12Rik,3
9830132P13Rik,0
9830147E19Rik,5
9830166K06Rik,0
9930012K11Rik,121
9930014A18Rik,0
9930021J03Rik,2757
9930038B18Rik,0
9930104L06Rik,1113
9930111H07Rik,1
9930111J21Rik1,544
9930111J21Rik2,49
a,146
A130010J15Rik,907
A130030D18Rik,0
A130051J06Rik,119
A130077B15Rik,0
A1bg,0
A1cf,0
A230001M10Rik,0
A230006K03Rik,0
A230009B12Rik,0
A230020J21Rik,26
A230028O05Rik,0
A230046K03Rik,7626
A230050P20Rik,1345
A230051N06Rik,0
A230056J06Rik,0
A230056P14Rik,83
A230057D06Rik,0
A230065H16Rik,0
A230070E04Rik,6
A230072C01Rik,200
A230072E10Rik,10
A230072I06Rik,0
A230073K19Rik,18
A230077H06Rik,1
A230083G16Rik,41
A230087F16Rik,3
A230098N10Rik,29
A230103J11Rik,58
A230103O09Rik,0
A230107N01Rik,7
A230108P19Rik,7
A2m,0
A330008L17Rik,0
A330009N23Rik,20
A330015K06Rik,4
A330023F24Rik,38
A330032B11Rik,4
A330033J07Rik,0
A330035P11Rik,157
A330040F15Rik,41
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,0
A330050F15Rik,2
A330069E16Rik,63
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,1
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,0
A330093E20Rik,0
A330102I10Rik,0
A3galt2,3
A430005L14Rik,632
A430010J10Rik,0
A430033K04Rik,996
A430035B10Rik,201
A430046D13Rik,271
A430048G15Rik,0
A430057M04Rik,90
A430060F13Rik,0
A430072P03Rik,32
A430078G23Rik,0
A430078I02Rik,15
A430085M09Rik,0
A430088P11Rik,6
A430089I19Rik,0
A430090L17Rik,2
A430093F15Rik,1290
A430105I19Rik,2
A430105J06Rik,33
A430108G06Rik,5
A430110L20Rik,25
A4galt,0
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,80
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,921
A530046M15Rik,0
A530050N04Rik,0
A530053G22Rik,0
A530054K11Rik,1863
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,154
A530088E08Rik,40
A530095I07Rik,0
A530099J19Rik,0
A630001G21Rik,7005
A630001O12Rik,29
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,20
A630020A06,11
A630023A22Rik,2
A630023P12Rik,64
A630031M04Rik,0
A630033H20Rik,158
A630034I12Rik,1060
A630066F11Rik,1
A630072L19Rik,2
A630072M18Rik,190
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,0
A630077J23Rik,0
A630081J09Rik,10
A630089N07Rik,914
A630095E13Rik,3
A630095N17Rik,53
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,129
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,339
A730018C14Rik,0
A730020E08Rik,0
A730020M07Rik,0
A730036I17Rik,0
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,31
A730067D02Rik,0
A730082K24Rik,6
A730085K08Rik,0
A730089K16Rik,0
A730090H04Rik,2
A730090N16Rik,15
A730098P11Rik,6
A830005F24Rik,59
A830009L08Rik,0
A830010M20Rik,354
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,0
A830029E22Rik,0
A830035A12Rik,0
A830035O19Rik,20
A830052D11Rik,0
A830080D01Rik,1323
A830082K12Rik,0
A830082N09Rik,211
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,3
A930002C04Rik,0
A930003A15Rik,14
A930003O13Rik,0
A930004D18Rik,11
A930005H10Rik,502
A930006I01Rik,0
A930006K02Rik,262
A930007A09Rik,11
A930007I19Rik,162
A930009A15Rik,0
A930011G23Rik,0
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,11
A930013F10Rik,293
A930015D03Rik,0
A930016O22Rik,2
A930017K11Rik,2
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,35
A930024E05Rik,181
A930027H12Rik,0
A930028N01Rik,7
A930029G22Rik,1
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,0
A930041C12Rik,2
AA387200,0
AA387883,0
AA388235,0
AA413626,14
AA414768,195
AA414992,0
AA415398,153
AA465934,129
AA467197,17
AA474331,41
AA536875,1
AA543186,50
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,0
AA792892,0
AA986860,7
AA987161,1463
Aaas,6521
Aacs,3192
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,408
Aagab,3486
Aak1,1575
Aamdc,305
Aamp,7957
Aanat,2
Aar2,2359
Aard,0
Aars,20912
Aars2,1745
Aarsd1,3750
Aasdh,1432
Aasdhppt,2855
Aass,0
Aatf,4440
Aatk,4
AB124611,390
Abat,9
Abca1,1354
Abca12,0
Abca13,73
Abca14,1
Abca15,0
Abca16,0
Abca17,21
Abca2,5077
Abca3,3963
Abca4,29
Abca5,185
Abca6,1
Abca7,1124
Abca8a,2
Abca8b,0
Abca9,2
Abcb10,2307
Abcb11,1
Abcb1a,168
Abcb1b,0
Abcb4,9
Abcb5,0
Abcb6,2950
Abcb7,8025
Abcb8,3610
Abcb9,115
Abcc1,7514
Abcc10,652
Abcc12,0
Abcc2,235
Abcc3,14
Abcc4,6780
Abcc5,3049
Abcc6,5
Abcc8,2
Abcc9,0
Abcd1,1034
Abcd2,0
Abcd3,7946
Abcd4,1047
Abce1,28719
Abcf1,3
Abcf2,12052
Abcf3,4335
Abcg1,1082
Abcg2,9
Abcg3,100
Abcg4,62
Abcg5,0
Abcg8,0
Abhd1,8
Abhd10,982
Abhd11,864
Abhd11os,6
Abhd12,1958
Abhd12b,4
Abhd13,2137
Abhd14a,1029
Abhd14b,342
Abhd15,70
Abhd16a,0
Abhd16b,10
Abhd17a,1705
Abhd17b,3787
Abhd17c,3629
Abhd2,739
Abhd3,2
Abhd4,2085
Abhd5,962
Abhd6,3417
Abhd8,851
Abi1,5605
Abi2,3573
Abi3,955
Abi3bp,9
Abl1,5507
Abl2,6840
Ablim1,1066
Ablim2,61
Ablim3,0
Abo,0
Abr,10457
Abra,35
Abracl,2384
Abt1,1425
Abtb1,1500
Abtb2,621
Acaa1a,1315
Acaa1b,4
Acaa2,1937
Acaca,9906
Acacb,679
Acad10,493
Acad11,599
Acad12,379
Acad8,1264
Acad9,5762
Acadl,2207
Acadm,2770
Acads,2591
Acadsb,1504
Acadvl,9
Acan,0
Acap1,2804
Acap2,8257
Acap3,1035
Acat1,6983
Acat2,5896
Acat3,15
Acbd3,3251
Acbd4,473
Acbd5,2053
Acbd6,2577
Acbd7,0
Accs,353
Accsl,3
Acd,1770
Ace,0
Ace2,0
Ace3,0
Acer1,1
Acer2,637
Acer3,1412
Ache,84
Acin1,22368
Ackr1,0
Ackr2,414
Ackr3,5856
Ackr4,75
Acly,18502
Acmsd,6
Acn9,329
Acnat1,0
Acnat2,0
Aco1,3264
Aco2,20206
Acot1,0
Acot10,2
Acot11,230
Acot12,113
Acot13,1374
Acot2,464
Acot3,0
Acot4,0
Acot5,0
Acot6,0
Acot7,2358
Acot8,459
Acot9,2544
Acox1,1985
Acox2,0
Acox3,2590
Acoxl,30
Acp1,4027
Acp2,461
Acp5,14
Acp6,69
Acpp,6
Acpt,13
Acr,0
Acrbp,179
Acrv1,1
Acsbg1,1931
Acsbg2,0
Acsf2,3731
Acsf3,742
Acsl1,2819
Acsl3,4585
Acsl4,6498
Acsl5,16643
Acsl6,6270
Acsm1,0
Acsm2,0
Acsm3,32
Acsm4,0
Acsm5,0
Acss1,169
Acss2,616
Acss2os,0
Acss3,0
Acta1,2
Acta2,7
Actb,111254
Actbl2,0
Actc1,0
Actg1,9221
Actg2,106
Actl10,15
Actl11,0
Actl6a,6190
Actl6b,0
Actl7a,3
Actl7b,0
Actl9,0
Actn1,2190
Actn2,2
Actn3,39
Actn4,13230
Actr10,3234
Actr1a,5065
Actr1b,5840
Actr2,43306
Actr3,19081
Actr3b,1626
Actr5,1141
Actr6,1388
Actr8,2337
Actrt1,0
Actrt2,0
Actrt3,2
Acvr1,0
Acvr1b,1302
Acvr1c,0
Acvr2a,693
Acvr2b,1670
Acvrl1,645
Acy1,1543
Acy3,76
Acyp1,409
Acyp2,0
Ada,1000
Adad1,0
Adad2,1
Adal,0
Adam10,10418
Adam11,0
Adam12,0
Adam15,1449
Adam17,8091
Adam18,0
Adam19,3765
Adam1a,110
Adam1b,0
Adam2,0
Adam20,0
Adam21,10
Adam22,33
Adam23,0
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,1
Adam29,0
Adam3,0
Adam30,1
Adam32,10
Adam33,20
Adam34,0
Adam39,0
Adam4,27
Adam5,0
Adam6a,0
Adam6b,3
Adam7,0
Adam8,2800
Adam9,9407
Adamdec1,0
Adamts1,0
Adamts10,1054
Adamts12,3
Adamts13,22
Adamts14,1485
Adamts15,0
Adamts16,0
Adamts17,0
Adamts18,0
Adamts19,0
Adamts2,0
Adamts20,354
Adamts3,0
Adamts4,11
Adamts5,0
Adamts6,343
Adamts7,489
Adamts8,1
Adamts9,0
Adamtsl1,0
Adamtsl2,21
Adamtsl3,0
Adamtsl4,30
Adamtsl5,43
Adap1,1742
Adap2,10
Adar,5388
Adarb1,1059
Adarb2,0
Adat1,1203
Adat2,876
Adat3,190
Adck1,940
Adck2,808
Adck3,7973
Adck4,1051
Adck5,801
Adcy1,0
Adcy10,1
Adcy2,0
Adcy3,518
Adcy4,0
Adcy5,5
Adcy6,1
Adcy7,5291
Adcy8,0
Adcy9,9
Adcyap1,0
Adcyap1r1,0
Add1,7549
Add2,10
Add3,5753
Adgb,0
Adh1,0
Adh4,2
Adh5,12509
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,30
Adi1,3656
Adig,0
Adipoq,8
Adipor1,5091
Adipor2,7397
Adk,6432
Adm,2015
Adm2,50
Adnp,9912
Adnp2,4461
Ado,3453
Adora1,30
Adora2a,147
Adora2b,185
Adora3,6
Adpgk,3957
Adprh,5286
Adprhl1,0
Adprhl2,1996
Adprm,838
Adra1a,0
Adra1b,0
Adra1d,0
Adra2a,22
Adra2b,3
Adra2c,0
Adrb1,0
Adrb2,140
Adrb3,2
Adrbk1,15471
Adrbk2,8
Adrm1,3101
Adsl,11525
Adss,6252
Adssl1,12071
Adtrp,171
Aebp1,93
Aebp2,9896
Aen,1371
Aes,4265
AF067061,100
AF067063,0
AF251705,0
AF357355,0
AF357359,0
AF357399,40
AF357425,0
AF357426,0
AF366264,0
AF529169,0
Afap1,533
Afap1l1,3
Afap1l2,3
Aff1,11115
Aff2,0
Aff3,5136
Aff4,11252
Afg3l1,7650
Afg3l2,7392
Afm,0
Afmid,538
Afp,19
Aftph,8853
Aga,702
Agap1,0
Agap2,1990
Agap3,2286
Agbl1,2
Agbl2,0
Agbl3,0
Agbl4,0
Agbl5,992
Ager,0
Agfg1,7662
Agfg2,1367
Aggf1,6734
Agk,1850
Agl,1896
Agmat,0
Agmo,0
Ago1,5779
Ago2,9368
Ago3,2262
Ago4,1350
Agpat1,0
Agpat2,745
Agpat3,4325
Agpat4,1151
Agpat5,4970
Agpat6,7454
Agpat9,500
Agps,9966
Agr2,0
Agr3,0
Agrn,1652
Agrp,20
Agt,0
Agtpbp1,2616
Agtr1a,0
Agtr1b,0
Agtr2,0
Agtrap,756
Agxt,0
Agxt2,0
Ahctf1,30401
Ahcy,10313
Ahcyl1,13162
Ahcyl2,31143
Ahdc1,1204
Ahi1,777
Ahnak,1831
Ahnak2,935
Ahr,1633
Ahrr,465
Ahsa1,11377
Ahsa2,1930
Ahsg,0
AI115009,0
AI118078,2
AI182371,55
AI197445,0
AI314180,21090
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,3
AI429214,0
AI450353,158
AI463170,0
AI463229,2
AI464131,6
AI467606,1038
AI481877,13
AI504432,5
AI506816,963
AI507597,22
AI593442,0
AI597479,3101
AI606473,0
AI607873,4
AI646519,0
AI661453,2
AI662270,18761
AI837181,791
AI839979,20
AI846148,1065
AI847159,11
AI854517,0
AI854703,577
AI987944,752
Aicda,4712
Aida,1674
Aif1,0
Aif1l,0
Aifm1,3596
Aifm2,715
Aifm3,3
Aig1,2
Aim1,771
Aim1l,323
Aim2,3574
Aimp1,9466
Aimp2,2793
Aip,0
Aipl1,71
Aire,2
Airn,62
Ajap1,0
Ajuba,45
AK010878,485
Ak1,5
AK129341,0
Ak2,3511
Ak3,4679
Ak4,0
Ak5,16
Ak6,1636
Ak7,59
Ak8,122
Ak9,18
Akap1,1748
Akap10,2456
Akap11,12080
Akap12,1284
Akap13,11440
Akap14,2
Akap17b,1971
Akap2,75
Akap3,61
Akap4,0
Akap5,124
Akap6,2
Akap7,905
Akap8,10385
Akap8l,3954
Akap9,7757
