gene_id,Satrom-mRNA-3hT_GCCAAT_L004_001
4930524B15Rik,4
4930524B17Rik,0
4930524C18Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,2
4930525G20Rik,6
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,3
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,2
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,0
4930529K09Rik,0
4930529L06Rik,2
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,0
4930535O05Rik,0
4930538E20Rik,5
4930538K18Rik,24
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,44
4930539J05Rik,10
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,0
4930542C21Rik,0
4930542D17Rik,2
4930542M03Rik,0
4930542N06Rik,0
4930543D07Rik,0
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,2
4930547E08Rik,1
4930547E14Rik,1
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,0
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,10
4930550C14Rik,6
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,1
4930553C11Rik,0
4930553E22Rik,4
4930553J12Rik,0
4930553P18Rik,0
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,2
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,4
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,8
4930558C23Rik,0
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,127
4930558K02Rik,10
4930559C10Rik,0
4930562C15Rik,20
4930562F07Rik,1
4930562F17Rik,0
4930563D23Rik,0
4930563E18Rik,0
4930563E22Rik,5
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,0
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,52
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,31
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,0
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,0
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,27
4930578C19Rik,0
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,0
4930578N18Rik,0
4930579C12Rik,9
4930579D09Rik,0
4930579F01Rik,0
4930579G18Rik,291
4930579G24Rik,492
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,15
4930579P08Rik,2
4930581F22Rik,48
4930583I09Rik,0
4930583K01Rik,0
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,0
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,4
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,5
4930593A02Rik,30
4930593C16Rik,0
4930594C11Rik,21
4930594M22Rik,22
4930594O21Rik,2
4930595D18Rik,12
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,3
4930597A21Rik,64
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,0
4931403E22Rik,2
4931403G20Rik,5
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,1435
4931406H21Rik,0
4931406P16Rik,4121
4931408C20Rik,0
4931408D14Rik,0
4931409K22Rik,0
4931412M21,0
4931413K12Rik,13
4931414P19Rik,246
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,1
4931428F04Rik,366
4931428L18Rik,19
4931429I11Rik,0
4931429L15Rik,0
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,0
4931431C16Rik,4
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,1
4931440J10Rik,0
4931440P22Rik,17
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,18
4932416K20Rik,0
4932418E24Rik,4
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,0
4932435O22Rik,0
4932438A13Rik,1535
4932438H23Rik,0
4932441J04Rik,0
4932442L08Rik,2
4932443I19Rik,0
4932443L11Rik,0
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,6
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,0
4933402P03Rik,0
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,184
4933404O12Rik,198
4933405D12Rik,0
4933405E24Rik,6
4933405L10Rik,4
4933405O20Rik,0
4933406B17Rik,0
4933406C10Rik,2
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,3
4933406J08Rik,0
4933406J10Rik,0
4933406K04Rik,0
4933406M09Rik,2
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,4
4933407I08Rik,0
4933407K13Rik,0
4933407L21Rik,2
4933408B17Rik,6
4933408J17Rik,17
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,2
4933411E08Rik,0
4933411G06Rik,0
4933411G11Rik,0
4933411K16Rik,0
4933412E12Rik,287
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,2
4933413J09Rik,2
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,5
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,17
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,493
4933422A05Rik,2
4933424G05Rik,0
4933424G06Rik,2
4933424M12Rik,0
4933425B07Rik,0
4933425L06Rik,0
4933427D06Rik,0
4933427D14Rik,805
4933427E11Rik,3
4933427E13Rik,0
4933427G17Rik,0
4933427G23Rik,8
4933427I22Rik,0
4933428C19Rik,0
4933428G20Rik,12
4933428M09Rik,0
4933429K18Rik,0
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,394
4933430M04Rik,0
4933430N04Rik,0
4933431E20Rik,33
4933431G14Rik,2
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,420
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,5
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,12
4933433G19Rik,24
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,3431
4933436E23Rik,0
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,68
4933439K11Rik,2
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,1163
5031425E22Rik,292
5031425F14Rik,0
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,6
5031439G07Rik,3201
5033403F01Rik,2
5033403H07Rik,0
5033404E19Rik,0
5033406O09Rik,10
5033417F24Rik,11
5033421B08Rik,32
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,120
5133400J02Rik,271
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,20
5330426P16Rik,0
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,51
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,0
5430403N17Rik,0
5430405H02Rik,26
5430416N02Rik,538
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,2
5430427M07Rik,0
5430427O19Rik,1383
5430428K19Rik,0
5430431A17Rik,2
5430434I15Rik,0
5430435G22Rik,1
5430435K18Rik,0
5430437J10Rik,7
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,298
5730403I07Rik,4
5730405O15Rik,31
5730408K05Rik,126
5730409E04Rik,499
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,0
5730420D15Rik,5
5730422E09Rik,5
5730435O14Rik,3
5730455P16Rik,1512
5730457N03Rik,0
5730460C07Rik,1
5730480H06Rik,22
5730488B01Rik,6
5730507C01Rik,0
5730508B09Rik,21
5730522E02Rik,0
5730559C18Rik,60
5830403F22Rik,0
5830411N06Rik,0
5830415F09Rik,422
5830416I19Rik,0
5830416P10Rik,53
5830417I10Rik,2338
5830418P13Rik,71
5830428H23Rik,400
5830428M24Rik,119
5830432E09Rik,19
5830433I10Rik,2
5830444B04Rik,0
5830454E08Rik,36
5830473C10Rik,1
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,0
5930438M14Rik,0
6030407O03Rik,0
6030408B16Rik,0
6030419C18Rik,1102
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,58
6030458C11Rik,3389
6030466F02Rik,0
6030468B19Rik,34
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,68
6330403A02Rik,369
6330403K07Rik,0
6330407A03Rik,0
6330408A02Rik,119
6330409D20Rik,2
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,41
6330416G13Rik,1335
6330418K02Rik,18
6330419J24Rik,8
6330420H09Rik,0
6330549D23Rik,73
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,4
6430548M08Rik,35
6430550D23Rik,30
6430553K19Rik,0
6430562O15Rik,4
6430571L13Rik,42
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,15
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,6
6530402F18Rik,1330
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,0
6720483E21Rik,0
6720489N17Rik,740
6820408C15Rik,0
6820426E19Rik,0
6820431F20Rik,280
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,2
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,0
8030423J24Rik,0
8030442B05Rik,0
8030443G20Rik,0
8030451A03Rik,10
8030451O07Rik,0
8030453O22Rik,517
8030455M16Rik,0
8030462N17Rik,1988
8030474K03Rik,0
8430408G22Rik,0
8430415O14Rik,3
8430419K02Rik,0
8430419L09Rik,774
8430422H06Rik,0
8430423G03Rik,0
8430426J06Rik,0
8430429K09Rik,25
8430430B14Rik,5
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,0
9030025P20Rik,6
9030204H09Rik,6
9030404E10Rik,0
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,131
9030619P08Rik,2
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,1680
9030625G05Rik,2
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,489
9130015A21Rik,41
9130015L21Rik,0
9130019O22Rik,178
9130019P16Rik,0
9130023H24Rik,193
9130024F11Rik,65
9130204L05Rik,0
9130208D14Rik,2
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,117
9130227L01Rik,0
9130230L23Rik,0
9130401M01Rik,2271
9130409I23Rik,0
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,0
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,98
9230110F15Rik,0
9230112D13Rik,17
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,69
9230116L04Rik,9
9230116N13Rik,27
9230117E06Rik,2
9330020H09Rik,64
9330102E08Rik,0
9330104G04Rik,30
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,225
9330136K24Rik,32
9330151L19Rik,180
9330154J02Rik,0
9330154K18Rik,0
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,38
9330162012Rik,5
9330162B11Rik,0
9330175E14Rik,11
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,10
9330182L06Rik,0
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,1124
9430014N10Rik,0
9430015G10Rik,1445
9430016H08Rik,1626
9430018G01Rik,3
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,97
9430038I01Rik,451
9430041J12Rik,2
9430060I03Rik,9
9430065F17Rik,20
9430069I07Rik,0
9430076C15Rik,0
9430078G10Rik,0
9430078K24Rik,2
9430083A17Rik,1
9430085M18Rik,0
9430091E24Rik,49
9430097D07Rik,0
9530002B09Rik,0
9530003J23Rik,1
9530004M14Rik,0
9530014B07Rik,0
9530020I12Rik,0
9530026F06Rik,0
9530026P05Rik,0
9530027J09Rik,11
9530034E10Rik,2
9530036M11Rik,0
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,11
9530052E02Rik,0
9530053A07Rik,0
9530053H05Rik,628
9530057J20Rik,1
9530059O14Rik,0
9530062K07Rik,40
9530068E07Rik,8350
9530077C05Rik,33
9530080O11Rik,0
9530082P21Rik,33
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,0
9630013K17Rik,17
9630015K15Rik,0
9630028B13Rik,0
9630028H03Rik,0
9630028I04Rik,2
9630033F20Rik,2342
9830107B12Rik,0
9830132P13Rik,0
9830147E19Rik,5
9830166K06Rik,0
9930012K11Rik,143
9930014A18Rik,0
9930021J03Rik,2816
9930038B18Rik,0
9930104L06Rik,1076
9930111H07Rik,1
9930111J21Rik1,68
9930111J21Rik2,6
a,67
A130010J15Rik,728
A130030D18Rik,0
A130051J06Rik,38
A130077B15Rik,0
A1bg,0
A1cf,0
A230001M10Rik,0
A230006K03Rik,0
A230009B12Rik,0
A230020J21Rik,17
A230028O05Rik,0
A230046K03Rik,4120
A230050P20Rik,1098
A230051N06Rik,0
A230056J06Rik,2
A230056P14Rik,21
A230057D06Rik,0
A230065H16Rik,0
A230070E04Rik,2
A230072C01Rik,110
A230072E10Rik,6
A230072I06Rik,0
A230073K19Rik,8
A230077H06Rik,0
A230083G16Rik,57
A230087F16Rik,0
A230098N10Rik,10
A230103J11Rik,23
A230103O09Rik,0
A230107N01Rik,2
A230108P19Rik,0
A2m,0
A330008L17Rik,0
A330009N23Rik,31
A330015K06Rik,0
A330023F24Rik,35
A330032B11Rik,0
A330033J07Rik,0
A330035P11Rik,70
A330040F15Rik,9
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,0
A330050F15Rik,0
A330069E16Rik,31
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,7
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,6
A330093E20Rik,0
A330102I10Rik,0
A3galt2,5
A430005L14Rik,714
A430010J10Rik,0
A430033K04Rik,406
A430035B10Rik,69
A430046D13Rik,41
A430048G15Rik,0
A430057M04Rik,61
A430060F13Rik,0
A430072P03Rik,24
A430078G23Rik,1
A430078I02Rik,2
A430085M09Rik,0
A430088P11Rik,2
A430089I19Rik,0
A430090L17Rik,0
A430093F15Rik,1560
A430105I19Rik,0
A430105J06Rik,14
A430108G06Rik,8
A430110L20Rik,12
A4galt,1
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,17
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,873
A530046M15Rik,0
A530050N04Rik,0
A530053G22Rik,0
A530054K11Rik,1041
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,100
A530088E08Rik,5
A530095I07Rik,0
A530099J19Rik,0
A630001G21Rik,5948
A630001O12Rik,10
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,0
A630020A06,2
A630023A22Rik,0
A630023P12Rik,27
A630031M04Rik,0
A630033H20Rik,49
A630034I12Rik,778
A630066F11Rik,1
A630072L19Rik,6
A630072M18Rik,43
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,0
A630077J23Rik,0
A630081J09Rik,0
A630089N07Rik,912
A630095E13Rik,0
A630095N17Rik,50
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,41
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,218
A730018C14Rik,0
A730020E08Rik,0
A730020M07Rik,2
A730036I17Rik,0
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,33
A730067D02Rik,5
A730082K24Rik,1
A730085K08Rik,2
A730089K16Rik,0
A730090H04Rik,4
A730090N16Rik,19
A730098P11Rik,2
A830005F24Rik,36
A830009L08Rik,0
A830010M20Rik,123
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,0
A830029E22Rik,0
A830035A12Rik,0
A830035O19Rik,10
A830052D11Rik,0
A830080D01Rik,2414
A830082K12Rik,0
A830082N09Rik,125
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,0
A930002C04Rik,0
A930003A15Rik,4
A930003O13Rik,0
A930004D18Rik,8
A930005H10Rik,431
A930006I01Rik,0
A930006K02Rik,52
A930007A09Rik,5
A930007I19Rik,85
A930009A15Rik,0
A930011G23Rik,0
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,8
A930013F10Rik,86
A930015D03Rik,0
A930016O22Rik,4
A930017K11Rik,1
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,14
A930024E05Rik,34
A930027H12Rik,0
A930028N01Rik,0
A930029G22Rik,0
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,0
A930041C12Rik,9
AA387200,0
AA387883,0
AA388235,0
AA413626,8
AA414768,298
AA414992,0
AA415398,164
AA465934,78
AA467197,73
AA474331,26
AA536875,0
AA543186,30
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,0
AA792892,0
AA986860,8
AA987161,1049
Aaas,4065
Aacs,3033
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,296
Aagab,4786
Aak1,1121
Aamdc,347
Aamp,8598
Aanat,0
Aar2,3521
Aard,0
Aars,8518
Aars2,1671
Aarsd1,2664
Aasdh,812
Aasdhppt,3054
Aass,0
Aatf,5404
Aatk,0
AB124611,301
Abat,0
Abca1,1138
Abca12,0
Abca13,35
Abca14,0
Abca15,0
Abca16,0
Abca17,2
Abca2,2739
Abca3,2214
Abca4,53
Abca5,214
Abca6,2
Abca7,460
Abca8a,2
Abca8b,0
Abca9,0
Abcb10,2995
Abcb11,0
Abcb1a,125
Abcb1b,14
Abcb4,8
Abcb5,0
Abcb6,3022
Abcb7,4862
Abcb8,1775
Abcb9,31
Abcc1,8162
Abcc10,298
Abcc12,0
Abcc2,152
Abcc3,10
Abcc4,8153
Abcc5,2130
Abcc6,0
Abcc8,2
Abcc9,2
Abcd1,650
Abcd2,0
Abcd3,5597
Abcd4,504
Abce1,27769
Abcf1,2
Abcf2,13734
Abcf3,4227
Abcg1,5733
Abcg2,8
Abcg3,22
Abcg4,13
Abcg5,4
Abcg8,0
Abhd1,3
Abhd10,654
Abhd11,992
Abhd11os,19
Abhd12,2183
Abhd12b,2
Abhd13,2747
Abhd14a,631
Abhd14b,164
Abhd15,20
Abhd16a,0
Abhd16b,4
Abhd17a,1016
Abhd17b,3282
Abhd17c,4085
Abhd2,1015
Abhd3,1
Abhd4,1307
Abhd5,1121
Abhd6,2905
Abhd8,570
Abi1,4300
Abi2,2537
Abi3,387
Abi3bp,0
Abl1,5513
Abl2,7074
Ablim1,954
Ablim2,25
Ablim3,0
Abo,0
Abr,6219
Abra,9
Abracl,2081
Abt1,2498
Abtb1,1018
Abtb2,1030
Acaa1a,1334
Acaa1b,7
Acaa2,1322
Acaca,7655
Acacb,379
Acad10,584
Acad11,224
Acad12,172
Acad8,714
Acad9,2891
Acadl,1609
Acadm,3101
Acads,2095
Acadsb,1205
Acadvl,0
Acan,0
Acap1,1462
Acap2,4636
Acap3,1015
Acat1,5571
Acat2,1804
Acat3,23
Acbd3,3743
Acbd4,151
Acbd5,1717
Acbd6,1935
Acbd7,4
Accs,178
Accsl,3
Acd,1469
Ace,0
Ace2,0
Ace3,0
Acer1,2
Acer2,268
Acer3,1273
Ache,90
Acin1,22615
Ackr1,0
Ackr2,152
Ackr3,2234
Ackr4,7
Acly,14885
Acmsd,11
Acn9,308
Acnat1,0
Acnat2,0
Aco1,3372
Aco2,13044
Acot1,0
Acot10,2
Acot11,136
Acot12,54
Acot13,1002
Acot2,412
Acot3,0
Acot4,0
Acot5,0
Acot6,0
Acot7,2493
Acot8,273
Acot9,1961
Acox1,1230
Acox2,0
Acox3,1601
Acoxl,22
Acp1,2591
Acp2,264
Acp5,2
Acp6,66
Acpp,4
Acpt,9
Acr,0
Acrbp,24
Acrv1,0
Acsbg1,1434
Acsbg2,0
Acsf2,2003
Acsf3,417
Acsl1,4280
Acsl3,4073
Acsl4,5127
Acsl5,11497
Acsl6,4582
Acsm1,0
Acsm2,0
Acsm3,20
Acsm4,0
Acsm5,0
Acss1,143
Acss2,375
Acss2os,0
Acss3,0
Acta1,8
Acta2,8
Actb,147041
Actbl2,0
Actc1,0
Actg1,23514
Actg2,150
Actl10,5
Actl11,0
Actl6a,4848
Actl6b,0
Actl7a,2
Actl7b,0
Actl9,0
Actn1,2088
Actn2,0
Actn3,45
Actn4,12027
Actr10,2520
Actr1a,5135
Actr1b,7247
Actr2,36798
Actr3,16059
Actr3b,689
Actr5,1440
Actr6,674
Actr8,1603
Actrt1,0
Actrt2,0
Actrt3,0
Acvr1,0
Acvr1b,1012
Acvr1c,0
Acvr2a,1107
Acvr2b,1687
Acvrl1,521
Acy1,963
Acy3,60
Acyp1,354
Acyp2,0
Ada,701
Adad1,0
Adad2,0
Adal,0
Adam10,10353
Adam11,0
Adam12,0
Adam15,1339
Adam17,6604
Adam18,0
Adam19,1135
Adam1a,64
Adam1b,0
Adam2,2
Adam20,0
Adam21,12
Adam22,8
Adam23,0
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,0
Adam29,0
Adam3,0
Adam30,0
Adam32,0
Adam33,2
Adam34,0
Adam39,0
Adam4,8
Adam5,0
Adam6a,0
Adam6b,0
Adam7,0
Adam8,2813
Adam9,8387
Adamdec1,0
Adamts1,0
Adamts10,618
Adamts12,4
Adamts13,2
Adamts14,577
Adamts15,0
Adamts16,0
Adamts17,2
Adamts18,0
Adamts19,0
Adamts2,0
Adamts20,83
Adamts3,0
Adamts4,10
Adamts5,0
Adamts6,66
Adamts7,777
Adamts8,0
Adamts9,0
Adamtsl1,0
Adamtsl2,26
Adamtsl3,0
Adamtsl4,9
Adamtsl5,39
Adap1,1289
Adap2,2
Adar,3773
Adarb1,1128
Adarb2,0
Adat1,736
Adat2,795
Adat3,196
Adck1,764
Adck2,593
Adck3,5442
Adck4,727
Adck5,448
Adcy1,0
Adcy10,1
Adcy2,0
Adcy3,526
Adcy4,0
Adcy5,0
Adcy6,0
Adcy7,2229
Adcy8,0
Adcy9,8
Adcyap1,0
Adcyap1r1,0
Add1,4973
Add2,2
Add3,2629
Adgb,0
Adh1,0
Adh4,6
Adh5,10229
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,28
Adi1,2524
Adig,0
Adipoq,4
Adipor1,4706
Adipor2,4233
Adk,3253
Adm,3582
Adm2,112
Adnp,10539
Adnp2,2698
Ado,4233
Adora1,1
Adora2a,349
Adora2b,1041
Adora3,2
Adpgk,2656
Adprh,4359
Adprhl1,0
Adprhl2,2908
Adprm,663
Adra1a,0
Adra1b,0
Adra1d,0
Adra2a,4
Adra2b,2
Adra2c,0
Adrb1,0
Adrb2,133
Adrb3,0
Adrbk1,10220
Adrbk2,14
Adrm1,4573
Adsl,7928
Adss,9125
Adssl1,6100
Adtrp,225
Aebp1,147
Aebp2,22752
Aen,3151
Aes,4753
AF067061,29
AF067063,0
AF251705,0
AF357355,0
AF357359,0
AF357399,34
AF357425,0
AF357426,0
AF366264,0
AF529169,0
Afap1,470
Afap1l1,0
Afap1l2,2
Aff1,3796
Aff2,0
Aff3,2786
Aff4,11877
Afg3l1,4604
Afg3l2,8915
Afm,0
Afmid,696
Afp,13
Aftph,7905
Aga,637
Agap1,0
Agap2,1730
Agap3,4196
Agbl1,0
Agbl2,0
Agbl3,0
Agbl4,0
Agbl5,785
Ager,0
Agfg1,7675
Agfg2,1584
Aggf1,6480
Agk,1038
Agl,1002
Agmat,0
Agmo,2
Ago1,5834
Ago2,7837
Ago3,1293
Ago4,821
Agpat1,0
Agpat2,1391
Agpat3,5246
Agpat4,927
Agpat5,4342
Agpat6,9440
Agpat9,321
Agps,8207
Agr2,0
Agr3,0
Agrn,1199
Agrp,9
Agt,2
Agtpbp1,1775
Agtr1a,0
Agtr1b,0
Agtr2,0
Agtrap,537
Agxt,0
Agxt2,0
Ahctf1,34708
Ahcy,6588
Ahcyl1,7669
Ahcyl2,21818
Ahdc1,997
Ahi1,532
Ahnak,2321
Ahnak2,148
Ahr,11148
Ahrr,307
Ahsa1,13633
Ahsa2,3452
Ahsg,0
AI115009,0
AI118078,3
AI182371,4
AI197445,0
AI314180,12886
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,2
AI429214,0
AI450353,51
AI463170,0
AI463229,4
AI464131,16
AI467606,512
AI481877,2
AI504432,1
AI506816,522
AI507597,17
AI593442,0
AI597479,1431
AI606473,0
AI607873,2
AI646519,0
AI661453,15
AI662270,11506
AI837181,1100
AI839979,8
AI846148,1381
AI847159,9
AI854517,0
AI854703,210
AI987944,422
Aicda,9673
Aida,1983
Aif1,0
Aif1l,9
Aifm1,1716
Aifm2,622
Aifm3,2
Aig1,0
Aim1,435
Aim1l,336
Aim2,2353
Aimp1,6552
Aimp2,3554
Aip,0
Aipl1,35
Aire,3
Airn,67
Ajap1,0
Ajuba,30
AK010878,321
Ak1,6
AK129341,0
Ak2,4082
Ak3,3506
Ak4,1
Ak5,24
Ak6,1261
Ak7,111
Ak8,82
Ak9,4
Akap1,2259
Akap10,1503
Akap11,9635
Akap12,488
Akap13,10775
Akap14,2
Akap17b,1118
Akap2,38
Akap3,82
Akap4,0
Akap5,59
Akap6,0
Akap7,506
Akap8,13306
Akap8l,1547
Akap9,8666
Akip1,336
Akirin1,2709
