gene_id,Satrom-mRNA-6hC_CGATGT_L003_001
Ghrhr,0
Ghrl,305
Ghsr,0
Gid4,4180
Gid8,3691
Gif,0
Gigyf1,2785
Gigyf2,14065
Gimap1,3174
Gimap1os,93
Gimap3,48
Gimap4,53
Gimap5,2063
Gimap6,3571
Gimap7,61
Gimap8,1021
Gimap9,1502
Gin1,593
Ginm1,487
Gins1,1866
Gins2,2505
Gins3,1497
Gins4,2924
Gip,2
Gipc1,1056
Gipc2,8
Gipc3,54
Gipr,27
Git1,5651
Git2,2517
Gja1,983
Gja10,6
Gja3,0
Gja4,3
Gja5,0
Gja6,0
Gja8,7
Gjb1,0
Gjb2,0
Gjb3,2
Gjb4,2
Gjb5,10
Gjb6,0
Gjc1,0
Gjc2,2
Gjc3,0
Gjd2,0
Gjd3,1
Gjd4,0
Gje1,0
Gk2,0
Gk5,478
Gkap1,8
Gkn1,0
Gkn2,0
Gkn3,0
Gla,951
Glb1,3642
Glb1l,189
Glb1l2,0
Glb1l3,0
Glcci1,2033
Glce,805
Gldc,155
Gldn,0
Gldnos,0
Gle1,3975
Glg1,8295
Gli1,10
Gli2,0
Gli3,0
Glipr1,8920
Glipr1l1,9
Glipr1l2,0
Glipr1l3,0
Glipr2,1816
Glis1,32
Glis2,511
Glis3,0
Glmn,1457
Glmp,2582
Glo1,3925
Glod4,4705
Glod5,4
Glp1r,12
Glp2r,0
Glra1,0
Glra2,0
Glra3,0
Glra4,27
Glrb,0
Glrp1,40
Glrx,1091
Glrx2,698
Glrx3,6121
Glrx5,3622
Gls,16354
Gls2,113
Glt1d1,0
Glt28d2,2
Glt6d1,0
Glt8d1,1111
Glt8d2,13
Gltp,2833
Gltpd2,0
Gltscr1,1870
Gltscr1l,1455
Gltscr2,8436
Glud1,13251
Glul,1281
Glyat,0
Glyatl3,3
Glycam1,0
Glyctk,341
Glyr1,14555
Gm10000,0
Gm10007,0
Gm10012,6
Gm10013,0
Gm10015,0
Gm10024,0
Gm10029,9
Gm10030,0
Gm10033,163
Gm10036,1032
Gm10039,460
Gm10044,12
Gm10045,1
Gm10046,0
Gm10051,1
Gm10052,1634
Gm10054,3
Gm10057,0
Gm10058,0
Gm10059,2
Gm10064,0
Gm10068,6
Gm10069,75
Gm10071,4
Gm10073,64
Gm10076,57
Gm10080,167
Gm10081,0
Gm10086,41
Gm10087,0
Gm10093,122
Gm10094,27
Gm10096,0
Gm10100,0
Gm10104,0
Gm10112,0
Gm10116,3
Gm10120,2
Gm10123,131
Gm10125,6
Gm10126,1
Gm10130,730
Gm10131,730
Gm10132,1
Gm10136,4
Gm10142,0
Gm10144,0
Gm10145,1
Gm10146,3
Gm10147,0
Gm10154,1
Gm10157,1
Gm10161,1
Gm10169,12
Gm10171,1
Gm10175,6
Gm10177,1421
Gm10179,10
Gm10182,7
Gm10184,9
Gm10190,0
Gm10193,1
Gm10220,0
Gm10221,7
Gm10224,15
Gm10228,0
Gm10229,0
Gm10230,0
Gm10231,2
Gm10233,1
Gm10238,0
Gm10241,0
Gm10242,0
Gm10243,0
Gm10244,10
Gm10247,14
Gm10248,0
Gm10250,215
Gm10256,0
Gm10257,2
Gm10258,0
Gm10259,2
Gm10260,15
Gm10263,4
Gm10267,0
Gm10269,6
Gm10272,0
Gm10273,3
Gm10275,61
Gm10277,7
Gm10280,0
Gm10282,8
Gm10284,4
Gm10288,20
Gm10290,3
Gm10291,5
Gm10293,13
Gm10302,0
Gm10312,0
Gm10313,2
Gm10318,0
Gm10319,0
Gm10324,0
Gm10327,20
Gm10334,0
Gm10335,4
Gm10336,0
Gm10338,0
Gm10340,0
Gm10349,4
Gm10350,0
Gm10352,0
Gm10354,0
Gm10355,0
Gm10357,17
Gm10358,3
Gm10359,6
Gm10362,12
Gm10364,2
Gm10369,10
Gm10371,6
Gm10373,0
Gm10375,0
Gm10376,0
Gm10377,0
Gm10384,17
Gm10389,5
Gm10390,2
Gm10400,0
Gm10406,0
Gm10408,0
Gm10409,0
Gm10410,0
Gm10413,0
Gm10415,0
Gm10416,55
Gm10419,12
Gm10421,0
Gm10424,0
Gm1043,4
Gm10432,13
Gm10433,19
Gm10436,0
Gm10439,0
Gm10440,0
Gm10443,354
Gm10444,0
Gm10445,0
Gm1045,233
Gm10451,1804
Gm10466,0
Gm10471,0
Gm10474,27
Gm10477,0
Gm10479,0
Gm10480,137
Gm10481,5
Gm10486,0
Gm10487,0
Gm10488,0
Gm10494,0
Gm10505,0
Gm10509,165
Gm10510,0
Gm10512,0
Gm10516,10
Gm10532,2
Gm10536,3
Gm10538,0
Gm10548,1
Gm10549,0
Gm10556,0
Gm10560,48
Gm10561,7
Gm10566,7
Gm10573,0
Gm10575,0
Gm10578,0
Gm10584,0
Gm10591,0
Gm10603,61
Gm10610,0
Gm10614,9
Gm10615,103
Gm10619,0
Gm10634,1
Gm10635,0
Gm10636,0
Gm10637,0
Gm10638,0
Gm10639,0
Gm10640,6
Gm10648,0
Gm10649,0
Gm10651,4
Gm10653,8
Gm10654,70
Gm10658,31
Gm10662,0
Gm10665,0
Gm10666,0
Gm10668,0
Gm10670,0
Gm10677,0
Gm10681,0
Gm10684,1
Gm10687,1
Gm10689,8
Gm10693,8
Gm10696,0
Gm10697,0
Gm1070,5
Gm10705,5
Gm10706,0
Gm10709,12
Gm10710,0
Gm10712,3
Gm10714,8
Gm10731,0
Gm10732,0
Gm10745,0
Gm10747,0
Gm10754,0
Gm10760,0
Gm10767,19
Gm10768,17
Gm10778,31
Gm10782,3
Gm10784,0
Gm10785,49
Gm10787,0
Gm10789,0
Gm10790,113
Gm10791,0
Gm10804,0
Gm10814,9
Gm10819,14
Gm10823,0
Gm10824,0
Gm10825,0
Gm10832,290
Gm10845,29
Gm10847,10
Gm10848,0
Gm10851,2
Gm10855,0
Gm10857,0
Gm10860,0
Gm10863,278
Gm10865,8
Gm10872,0
Gm10910,7
Gm10913,3
Gm10916,36
Gm10921,0
Gm10922,0
Gm10923,1
Gm10931,0
Gm10941,4
Gm1096,0
Gm10961,6
Gm11007,0
Gm11009,12
Gm1110,0
Gm11100,2
Gm11110,226
Gm11127,4
Gm11128,0
Gm11149,0
Gm11166,0
Gm11184,0
Gm11185,5
Gm11186,0
Gm11189,11
Gm11190,5
Gm11198,1
Gm11201,49
Gm11205,2
Gm11211,0
Gm11213,0
Gm11214,0
Gm11217,0
Gm11218,0
Gm11220,0
Gm11221,4
Gm11223,16
Gm11227,0
Gm11228,0
Gm1123,0
Gm11231,0
Gm11236,0
Gm11237,0
Gm11240,0
Gm11249,13
Gm11256,0
Gm11258,1
Gm11264,0
Gm11269,0
Gm11270,1
Gm11273,9
Gm11278,0
Gm11281,0
Gm11295,0
Gm11307,0
Gm11318,0
Gm11321,0
Gm11335,4
Gm11336,3
Gm11342,20
Gm11343,0
Gm11345,4
Gm11346,0
Gm11349,288
Gm11351,0
Gm11353,1
Gm11361,21
Gm11386,0
Gm11397,0
Gm1140,0
Gm11401,0
Gm1141,8
Gm11413,2
Gm11418,0
Gm11419,0
Gm11423,190
Gm11426,0
Gm11427,1159
Gm11430,0
Gm11433,0
Gm11437,0
Gm11448,108
Gm11451,29
Gm11452,0
Gm11453,0
Gm11454,11
Gm11456,0
Gm11462,0
Gm11465,16
Gm11468,0
Gm11469,2
Gm11472,0
Gm11474,6
Gm11475,4
Gm11476,3
Gm11478,172
Gm11482,0
Gm11487,0
Gm11494,0
Gm11502,0
Gm11506,0
Gm11510,0
Gm11513,0
Gm11514,0
Gm11516,0
Gm11517,18
Gm11524,0
Gm11525,2
Gm11529,0
Gm11531,2
Gm11533,2
Gm11538,2
Gm11539,23
Gm11541,4
Gm11543,0
Gm11544,0
Gm11545,0
Gm11546,0
Gm11548,0
Gm11549,0
Gm11550,0
Gm11554,0
Gm11555,0
Gm11557,5
Gm11559,0
Gm11562,0
Gm11563,0
Gm11564,0
Gm11565,0
Gm11567,0
Gm11568,0
Gm11569,0
Gm11571,0
Gm11578,0
Gm11581,3
Gm11585,9
Gm11592,3
Gm11595,0
Gm11596,0
Gm11597,0
Gm11598,0
Gm11605,1
Gm11608,0
Gm11620,4
Gm11625,0
Gm11627,7
Gm11634,4
Gm11643,0
Gm11651,0
Gm11652,50
Gm11653,0
Gm11658,2
Gm11662,0
Gm11665,1
Gm11677,0
Gm11681,0
Gm11682,1
Gm11683,0
Gm11687,6
Gm11689,0
Gm11691,0
Gm11695,0
Gm11696,107
Gm11699,0
Gm11709,0
Gm11710,0
Gm11711,1
Gm11713,0
Gm11716,2
Gm11732,0
Gm11734,1
Gm11735,0
Gm11738,15
Gm11744,6
Gm11747,0
Gm11756,0
Gm11757,0
Gm11758,0
Gm11760,0
Gm11762,0
Gm11765,0
Gm11769,7
Gm11780,0
Gm11783,10
Gm11787,2
Gm11788,26
Gm11793,8
Gm11796,0
Gm11802,5
Gm11805,0
Gm11808,37
Gm11810,0
Gm11814,12
Gm11816,0
Gm11820,0
Gm11821,39
Gm11823,0
Gm11826,3
Gm11827,2
Gm11832,142
Gm11836,2
Gm11837,0
Gm11839,7
Gm11841,2
Gm11844,0
Gm11847,34
Gm11857,0
Gm11865,22
Gm11869,0
Gm11870,107
Gm11878,4
Gm11884,0
Gm11889,292
Gm11893,0
Gm11895,0
Gm11907,0
Gm11908,0
Gm11917,0
Gm11920,0
Gm11922,0
Gm11927,0
Gm11929,0
Gm11930,0
Gm11931,1
Gm11937,0
Gm11938,0
Gm11942,5
Gm11944,170
Gm11946,1
Gm11951,0
Gm11953,30
Gm11956,9
Gm11957,11
Gm11958,0
Gm11959,0
Gm11960,4
Gm11961,0
Gm11963,83
Gm11964,0
Gm11967,0
Gm11974,2720
Gm11978,0
Gm11980,0
Gm11981,0
Gm11985,0
Gm11992,0
Gm11993,6
Gm11996,0
Gm11998,794
Gm11999,10
Gm12,0
Gm12002,0
Gm12011,0
Gm12012,0
Gm12017,9
Gm12018,0
Gm12019,0
Gm12022,0
Gm12026,1
Gm12033,2
Gm12034,14
Gm12040,1
Gm12046,0
Gm12052,0
Gm12056,1
Gm12058,2
Gm12059,11
Gm12060,6
Gm12066,5
Gm12069,0
Gm12070,7
Gm12082,0
Gm12087,0
Gm12091,2
Gm12092,115
Gm12103,0
Gm12107,10
Gm12108,0
Gm12109,0
Gm12110,0
Gm12111,0
Gm12115,4
Gm12117,0
Gm12119,0
Gm12121,2
Gm12128,0
Gm12130,0
Gm12132,0
Gm12138,1
Gm12141,175
Gm12142,0
Gm12153,0
Gm12159,0
Gm12163,13
Gm12164,17
Gm12165,0
Gm12166,176
Gm12167,1
Gm12168,56
Gm12169,0
Gm12171,0
Gm12174,56
Gm12182,5
Gm12184,5
Gm12185,43
Gm12187,2
Gm12188,10
Gm12191,94
Gm12192,0
Gm12196,13
Gm12216,9
Gm12219,0
Gm12222,1
Gm12223,0
Gm12226,65
Gm12235,1
Gm12236,0
Gm12238,15
Gm12245,2
Gm12247,5
Gm12248,2
Gm12250,0
Gm12251,9
Gm12253,0
Gm12266,0
Gm12267,3
Gm12268,2
Gm12271,2
Gm12273,0
Gm12279,19
Gm12286,4
Gm12289,2
Gm12290,0
Gm12292,0
Gm12295,0
Gm12297,0
Gm12298,0
Gm12300,0
Gm12302,0
Gm12312,0
Gm12315,0
Gm12318,0
Gm12320,0
Gm12322,0
Gm12326,0
Gm12335,2
Gm12338,5
Gm12341,1
Gm12344,2
Gm12346,105
Gm12348,0
Gm12349,0
Gm12350,4
Gm12354,0
Gm12359,20
Gm12362,0
Gm12366,10
Gm12371,0
Gm12374,0
Gm12381,0
Gm12384,0
Gm12385,0
Gm12396,3
Gm12397,1
Gm12403,16
Gm12404,4
Gm12405,2
Gm12407,3
Gm12408,0
Gm12409,0
Gm12411,1
Gm12414,0
Gm12416,49
Gm12418,1
Gm12426,0
Gm12429,0
Gm12430,3
Gm12436,0
Gm12440,0
Gm12444,28
Gm12445,2270
Gm12447,2
Gm12451,0
Gm12452,0
Gm12460,0
Gm12461,0
Gm12463,4
Gm12464,1
Gm12466,0
Gm12467,0
Gm12468,0
Gm12474,22
Gm12486,0
Gm12496,8
Gm12497,1
Gm12500,11
Gm12501,0
Gm12503,0
Gm12504,28
Gm12505,0
Gm12506,0
Gm12508,1
Gm12511,0
Gm12519,0
Gm12522,84
Gm12530,0
Gm12532,0
Gm12536,0
Gm12537,8
Gm12538,0
Gm12539,0
Gm12540,0
Gm12569,984
Gm12570,0
Gm12576,19
Gm12579,0
Gm12582,0
Gm12583,2
Gm12585,0
Gm12586,8
Gm12589,0
Gm12591,0
Gm12596,10
Gm12598,0
Gm12602,0
Gm12603,0
Gm12606,0
Gm12609,148
Gm12610,154
Gm12611,2
Gm12612,0
Gm12613,0
Gm12614,0
Gm12615,0
Gm12616,0
Gm12617,0
Gm12618,1
Gm12620,0
Gm12621,0
Gm12622,0
Gm12623,2
Gm12624,0
Gm12625,0
Gm12626,0
Gm12627,0
Gm12628,0
Gm12630,1
Gm12632,0
Gm12633,0
Gm12634,0
Gm12638,0
Gm12641,0
Gm12644,0
Gm12650,0
Gm12657,8
Gm12664,2
Gm12666,6
Gm12669,309
Gm12671,7
Gm12678,3
Gm12684,0
Gm12691,0
Gm12693,18
Gm12695,0
Gm12696,597
Gm12700,0
Gm12707,0
Gm12709,2
Gm12715,20
Gm12716,0
Gm12718,2
Gm12722,1
Gm12725,0
Gm12728,2
Gm12733,0
Gm12738,0
Gm12740,0
Gm12741,0
Gm12750,17
Gm12751,739
Gm12755,0
Gm12757,0
Gm12758,18
Gm12774,4
Gm12781,2
Gm12784,0
Gm12786,72
Gm12787,0
Gm12789,0
Gm12794,0
Gm12799,18
Gm128,3
Gm12800,0
Gm12807,14
Gm12813,0
Gm12814,0
Gm12816,11
Gm12817,0
Gm12819,0
Gm12829,0
Gm12830,0
Gm12833,0
Gm12842,0
Gm12851,0
Gm12852,0
Gm12853,28
Gm12857,0
Gm12859,0
Gm12864,0
Gm12866,0
Gm12870,11
Gm12873,0
Gm12874,0
Gm12880,0
Gm12881,0
Gm12882,0
Gm12886,0
Gm12887,0
Gm12888,0
Gm12892,0
Gm12897,0
Gm12900,0
Gm12901,1
Gm12906,17
Gm12907,0
Gm12911,0
Gm12912,1
Gm12915,8
Gm12916,0
Gm12918,2
Gm12919,8
Gm12922,7
Gm12924,0
Gm12925,0
Gm12927,0
Gm12933,12
Gm12942,398
Gm12943,0
Gm12947,0
Gm12956,0
Gm12957,2
Gm12963,0
Gm12966,195
Gm12967,0
Gm12969,0
Gm12976,0
Gm12977,1
Gm12983,0
Gm12984,28
Gm12988,0
Gm12989,7
Gm12992,26
Gm12996,26
Gm13001,0
Gm13003,0
Gm13007,1
Gm13021,0
Gm13023,0
Gm13025,0
Gm13031,0
Gm13032,0
Gm13034,5
Gm13039,2
Gm13040,0
Gm13041,0
Gm13042,0
Gm13043,0
Gm13047,0
Gm13049,0
Gm1305,18
Gm13051,1
Gm13056,0
Gm13057,0
Gm13067,2
Gm13076,0
Gm13078,0
Gm13080,0
Gm13082,2
Gm13083,0
Gm13084,0
Gm13088,0
Gm13089,0
Gm13100,0
Gm13101,0
Gm13102,0
Gm13103,0
Gm13111,0
Gm13119,0
Gm13124,0
Gm13125,0
Gm13126,0
Gm13127,19
Gm13128,0
Gm13133,0
Gm13135,0
Gm13136,17
Gm13137,0
Gm13139,22
Gm13140,3
Gm13144,0
Gm13148,2
Gm13152,0
Gm13154,1
Gm13157,844
Gm13160,11
Gm13161,0
Gm13167,0
Gm13171,0
Gm13177,0
Gm13178,0
Gm13179,1
Gm13181,29
Gm13182,0
Gm13192,12
Gm13194,49
Gm13197,0
Gm13198,0
Gm13199,92
Gm13201,0
Gm13202,3
Gm13212,682
Gm13213,1
Gm13215,4
Gm13216,1
Gm13219,0
Gm1322,0
Gm13226,4
Gm13227,0
Gm13232,0
Gm13234,6
Gm13237,0
Gm13238,9
Gm13240,0
Gm13241,107
Gm13242,5
Gm13243,25
Gm13247,2
Gm13248,19
Gm13249,0
Gm13251,17
Gm13257,0
Gm13261,0
Gm13262,2
Gm13264,0
Gm13266,0
Gm13267,1
Gm13268,6
Gm13269,0
Gm13271,0
Gm13272,0
Gm13275,1
Gm13276,0
Gm13277,0
Gm13278,0
Gm13279,0
Gm13281,0
Gm13282,0
Gm13283,1
Gm13284,0
Gm13285,0
Gm13286,0
Gm13287,0
Gm13288,0
Gm13289,0
Gm13290,0
Gm13292,11
Gm13293,0
Gm13296,0
Gm13298,0
Gm13301,0
Gm13304,0
Gm13305,0
Gm13306,0
Gm13308,0
Gm13309,0
Gm13310,1
Gm13315,0
Gm13321,0
Gm13325,0
Gm13326,2
Gm13328,3
Gm13337,2
Gm13338,0
Gm13348,32
Gm13360,0
Gm13363,2
Gm13365,62
Gm13368,0
Gm13372,0
Gm13373,0
Gm13375,91
Gm13383,0
Gm13386,7
Gm13387,6
Gm13388,16
Gm13394,17
Gm13398,6
Gm13403,0
Gm13408,16
Gm13409,0
Gm13413,2
Gm13414,2
Gm13415,0
Gm13418,5
Gm13420,2
Gm13422,12
Gm13429,0
Gm13436,34
Gm13443,312
Gm13445,0
Gm13446,0
Gm13450,4
Gm13453,10
Gm13454,0
Gm13456,241
Gm13458,0
Gm13461,56
Gm13464,8
Gm13466,0
Gm13470,2
Gm13477,46
Gm13478,0
Gm13479,2
Gm13481,0
Gm13483,4
Gm13486,4
Gm13487,1
Gm13490,6
Gm13493,10
Gm13497,0
Gm13498,23
Gm13501,0
Gm13503,2
Gm13506,0
Gm13509,179
Gm13510,0
Gm13530,0
Gm13531,0
Gm13534,0
Gm13539,1
Gm13544,4
Gm13546,13
Gm13547,2
Gm13549,0
Gm13551,0
Gm13552,4
Gm13559,0
Gm13561,64
Gm13562,99
Gm13570,4
Gm13571,2
Gm13572,3
Gm13573,5
Gm13575,0
Gm13578,36
Gm13580,0
Gm13582,0
Gm13584,3
Gm13588,1
Gm13592,1
Gm13597,0
Gm13599,0
Gm136,0
Gm13600,0
Gm13601,0
Gm13605,1
Gm13609,0
Gm13611,10
Gm13612,1
Gm13623,2
Gm13629,0
Gm13630,0
Gm13642,6
Gm13649,0
Gm13651,3
Gm13652,0
Gm13657,56
Gm13665,2
Gm13666,0
Gm13668,1
Gm13669,3
Gm13674,0
Gm13675,0
Gm13679,0
Gm13680,34
Gm13687,0
Gm13688,0
Gm13691,0
Gm13693,0
Gm13694,0
Gm13695,0
Gm13696,0
Gm13697,0
Gm13698,0
Gm13700,0
Gm13707,450
Gm13709,13
Gm13710,0
Gm13712,1
Gm13714,0
Gm13715,0
Gm13717,0
Gm13721,0
Gm13726,0
Gm13730,0
Gm13742,0
Gm13743,2
Gm13748,2
Gm13749,0
Gm13750,0
Gm13752,0
Gm13769,0
Gm13770,2
Gm13772,0
Gm13773,0
Gm13782,10
Gm13785,6
Gm13787,5
Gm13788,0
Gm13790,0
Gm13791,0
Gm13794,0
Gm13799,0
Gm13803,8
Gm13807,15
Gm13810,0
Gm13812,0
Gm13813,0
Gm13817,0
Gm13830,44
Gm13840,8
Gm13841,4
Gm13847,0
Gm13848,0
Gm13853,0
Gm13857,0
Gm13858,20
Gm13861,0
Gm13864,5
Gm13866,0
Gm13869,0
Gm13870,0
Gm13871,0
Gm13880,3
Gm13882,7
Gm13884,15
Gm13889,7
Gm13910,8
Gm13912,0
Gm13923,0
Gm13930,0
Gm13935,1
Gm13937,0
Gm13939,0
Gm13941,0
Gm13944,0
Gm13964,0
Gm13974,0
Gm13975,0
Gm13982,0
Gm13985,0
Gm13986,0
Gm13990,0
Gm13991,10
Gm14005,137
Gm14006,0
Gm14009,141
Gm14010,7
Gm14015,0
Gm14016,0
Gm14023,10
Gm14025,4
Gm14026,38
Gm14028,0
Gm14034,0
Gm14035,0
Gm14038,11
Gm14040,0
Gm14041,0
Gm14046,44
Gm14048,153
Gm14051,0
Gm14055,0
Gm14056,0
Gm14057,30
Gm14058,0
Gm14061,0
Gm14062,0
Gm14064,0
Gm14065,0
Gm14082,0
Gm14085,1
Gm14089,2
Gm14092,0
Gm14111,3
Gm14113,0
Gm14114,0
Gm14122,11
Gm14124,1160
Gm14125,1
Gm14129,0
Gm14130,1
Gm14133,0
Gm14137,79
Gm14139,1030
Gm14141,0
Gm14144,0
Gm14147,0
Gm14148,3
Gm14149,7
Gm14151,0
Gm14164,0
Gm14165,15
Gm14167,22
Gm14169,0
Gm14175,0
Gm14197,1
Gm14204,0
Gm14207,1
Gm14210,0
Gm14214,1
Gm14216,0
Gm14227,2
Gm14230,358
Gm14231,1
Gm14232,33
Gm14240,0
Gm14248,0
Gm14249,0
Gm14251,3
Gm14253,2
Gm14263,0
Gm14264,0
Gm14270,398
Gm14273,10
Gm14274,1
Gm14284,273
Gm14285,0
Gm14288,0
Gm14294,0
Gm14295,236
Gm14303,90
Gm14305,311
Gm14306,0
Gm14308,0
Gm14317,0
Gm14321,44
Gm14322,667
Gm14323,4
Gm14325,815
Gm14326,584
Gm14327,6
Gm14335,13
Gm14342,0
Gm14344,0
Gm14345,0
Gm14346,0
Gm14347,0
Gm14351,0
Gm14367,0
Gm14371,0
Gm14374,0
Gm14377,3
Gm14379,0
Gm14391,0
Gm14393,98
Gm14403,265
Gm14405,1
Gm14408,0
Gm14409,180
Gm14410,394
Gm14412,722
Gm14414,0
Gm14419,7
Gm14420,615
Gm14427,0
Gm14431,0
Gm14434,0
Gm14435,1
Gm14437,0
Gm14440,0
Gm14441,0
Gm14446,0
Gm14450,0
Gm14458,0
Gm14459,0
Gm14461,0
Gm14464,0
Gm14472,4
Gm14473,1
Gm14474,0
Gm14475,0
Gm14476,0
Gm14477,0
Gm14478,0
Gm14479,0
Gm14480,0
Gm14482,0
Gm14483,0
Gm14484,0
Gm14485,0
Gm14486,2
Gm14487,0
Gm14488,0
Gm14496,0
Gm14499,0
Gm14501,0
Gm14502,0
Gm14506,0
Gm14511,0
Gm14517,0
Gm14525,0
Gm14532,7
Gm14538,0
Gm14539,1
Gm14548,25
Gm14562,0
Gm14563,0
Gm14567,1
Gm14569,0
Gm14578,0
Gm14579,0
Gm14585,0
Gm14586,44
Gm14590,0
Gm14594,0
Gm14595,0
Gm14596,0
Gm14598,0
Gm14599,0
Gm14615,0
Gm14616,0
Gm14620,9
Gm14621,0
Gm14622,0
Gm14623,0
Gm14625,0
Gm14630,0
Gm14632,0
Gm14634,3
Gm14635,0
Gm14637,0
Gm14639,37
Gm14642,0
Gm14652,0
Gm14660,0
Gm14664,0
Gm14674,0
Gm14676,0
Gm14680,354
Gm14685,1
Gm14692,0
Gm14696,2
Gm14698,10
Gm14710,0
Gm14718,0
Gm14719,0
Gm14725,0
Gm14730,11
Gm14743,0
Gm14744,0
Gm14750,0
Gm14752,0
Gm14758,0
Gm14760,8
Gm14762,0
Gm14768,0
Gm14769,0
Gm14781,0
Gm14783,0
Gm14784,0
Gm14808,2
Gm14812,0
Gm14819,0
Gm14826,0
Gm14827,13
Gm14843,1
Gm14850,0
Gm14851,0
Gm14858,0
Gm14859,1
Gm14861,0
Gm14865,0
Gm14877,0
Gm14901,0
Gm14902,0
Gm14903,0
Gm14911,0
Gm14920,0
Gm14921,0
Gm14925,0
Gm14926,0
Gm14936,0
Gm14950,0
Gm14957,0
Gm14991,0
Gm15006,0
Gm15008,0
Gm15013,2
Gm15023,0
Gm15026,0
Gm15030,0
Gm15032,0
Gm15043,0
Gm15056,0
Gm15074,0
Gm15075,0
Gm15080,0
Gm15083,0
Gm15085,0
Gm15090,0
Gm15091,0
Gm15093,0
Gm15094,0
Gm15095,0
Gm15097,0
Gm15104,2
Gm15106,0
Gm15107,0
Gm15109,0
Gm15112,0
Gm15113,0
Gm15114,0
Gm15126,0
Gm15127,0
Gm15128,0
Gm15131,0
Gm15133,9
Gm15140,0
Gm15141,0
Gm15142,0
Gm15143,0
Gm15148,0
Gm15151,0
Gm15159,0
Gm15163,25
Gm15165,0
Gm15171,0
Gm15173,0
Gm15179,7
Gm15186,10
Gm15187,0
Gm15190,5
Gm15191,12
Gm15195,0
Gm15196,0
Gm15199,0
Gm15201,10
Gm15209,0
Gm15210,623
Gm15217,0
Gm15223,0
Gm15230,0
Gm15232,10
Gm15241,0
Gm15245,69
Gm15264,0
Gm15266,0
Gm15267,2
Gm1527,0
Gm15279,0
Gm15283,15
Gm15284,0
Gm15290,0
Gm15292,0
Gm15293,0
Gm15294,2
Gm15299,0
Gm15308,0
Gm15310,0
Gm15315,0
Gm15319,0
Gm15320,0
Gm15322,0
Gm15323,8
Gm15325,3
Gm15326,123
Gm15327,39
Gm15328,0
Gm15337,3
Gm15343,0
Gm15348,0
Gm15350,0
Gm15352,0
Gm15363,0
Gm15364,0
Gm15366,0
Gm15386,0
Gm15389,0
Gm15395,0
Gm15396,4
Gm15401,48
Gm15408,16
Gm15411,28
Gm15412,0
Gm15413,0
Gm15417,86
Gm15418,0
Gm15420,0
Gm15421,14
Gm15422,0
Gm15423,7
Gm15425,0
Gm15426,0
Gm15433,45
Gm15441,34
Gm15442,0
Gm15446,190
Gm15448,18
Gm15452,3
Gm15453,233
Gm15455,1
Gm15459,260
Gm15464,2
Gm15466,2
Gm15471,3
Gm15473,0
Gm15483,3
Gm15486,2
Gm15493,0
Gm15496,0
Gm15499,0
Gm15501,5
Gm15506,4
Gm15510,33
Gm15515,0
Gm15517,22
Gm15518,4
Gm15519,60
Gm15520,0
Gm15523,4
Gm15524,0
Gm15527,0
Gm15529,0
Gm1553,0
Gm15531,0
Gm15545,336
Gm15549,4
Gm15551,2
Gm15553,0
Gm15555,0
Gm15558,2
Gm15564,9
Gm15565,0
Gm15566,0
Gm15569,0
Gm15571,0
Gm15572,0
Gm15576,0
Gm15577,0
Gm15580,3
Gm15581,0
Gm15583,65
Gm15593,1
Gm156,0
Gm15603,0
Gm15607,29
Gm15610,10
Gm15612,19
Gm15614,4
Gm15617,0
Gm15621,13
Gm15624,8
Gm15627,0
Gm15628,4
Gm15631,0
Gm15638,0
Gm1564,2
Gm15645,6
Gm15651,33
Gm15658,1
Gm15661,0
Gm15663,0
Gm15674,3
Gm15679,0
Gm15681,0
Gm15688,0
Gm15689,0
Gm15694,38
Gm15698,0
Gm15706,6
Gm15707,0
Gm15708,60
Gm15710,7
Gm15711,0
Gm15713,9
Gm15715,0
Gm15723,0
Gm15725,0
Gm15731,4
Gm15732,0
Gm15736,0
Gm15738,4
Gm15742,67
Gm15744,0
Gm15753,13
Gm15754,10
Gm15755,5
Gm15759,0
Gm15760,260
Gm15762,0
Gm15764,0
Gm15767,0
Gm15770,1
Gm15772,109
Gm15776,0
Gm15784,0
Gm15785,0
Gm15787,18
Gm15793,5
Gm15794,0
Gm15800,4084
Gm15807,0
Gm15816,0
Gm15825,0
Gm15828,0
Gm15834,186
Gm15843,1
Gm15850,16
Gm15854,0
Gm1587,0
Gm15870,0
Gm15879,148
Gm15880,2
Gm15881,0
Gm15894,0
Gm15895,25
Gm15908,0
Gm15910,0
Gm15915,0
Gm15923,0
Gm15925,0
Gm15927,88
Gm15928,4
Gm15934,0
Gm15939,0
Gm15941,0
Gm15946,22
Gm15952,178
Gm15958,0
Gm15959,0
Gm15972,0
Gm15975,0
Gm15984,0
Gm15987,472
Gm15991,484
Gm15997,0
Gm15998,99
Gm1600,0
Gm16005,0
Gm16010,0
Gm16013,0
Gm16017,0
Gm16020,1
Gm16023,146
Gm16026,9
Gm16035,0
Gm16041,0
Gm16042,0
Gm1604A,0
Gm1604b,0
Gm16050,0
Gm16062,46
Gm16063,0
Gm16068,0
Gm16069,19
Gm16070,0
Gm16071,4
Gm16074,7
Gm16083,0
Gm16086,0
Gm16089,4
Gm16090,0
Gm16096,0
Gm16103,15
Gm16104,26
Gm16108,0
Gm16111,4
Gm16116,19
Gm16118,9
Gm16124,52
